YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 01 01 21 279 11.3 14.4  0.93  3.70  3.50 999 1012.7   1.0   6.6  -8.8 99.0 99.00
2002 01 01 22 279 11.1 13.2  1.03  3.70  3.58 999 1013.8   0.4   6.6 -10.2 99.0 99.00
2002 01 01 23 290 10.2 12.5  1.00  3.85  3.62 999 1014.7   0.1   6.6  -7.5 99.0 99.00
2002 01 02 00 296  9.7 12.9  0.99  3.70  3.44 999 1015.3  -0.3   6.6 -10.1 99.0 99.00
2002 01 02 01 283 10.3 12.7  0.87  3.57  3.42 999 1015.9  -0.7   6.6  -8.7 99.0 99.00
2002 01 02 02 279 11.2 15.4  0.81  3.70  3.45 999 1015.8  -1.1   6.4  -9.9 99.0 99.00
2002 01 02 03 280 11.0 14.2  0.95  3.85  3.51 999 1015.8  -1.4   6.4 -10.6 99.0 99.00
2002 01 02 04 288 11.8 15.4  1.01  3.85  3.58 999 1015.8  -1.9   6.6  -9.1 99.0 99.00
2002 01 02 05 291 10.5 13.8  0.99  3.70  3.59 999 1016.4  -2.3   6.6  -8.8 99.0 99.00
2002 01 02 06 290  9.9 12.2  0.98  3.57  3.48 999 1016.5  -2.6   6.6  -9.5 99.0 99.00
2002 01 02 07 277  9.5 12.3  0.83  3.45  3.36 999 1017.2  -2.6   6.6  -9.4 99.0 99.00
2002 01 02 08 270 10.1 12.8  0.81  3.45  3.30 999 1017.3  -2.6   6.6  -8.8 99.0 99.00
2002 01 02 09 285 11.6 14.3  0.90  3.57  3.37 999 1016.7  -2.3   6.6  -7.9 99.0 99.00
2002 01 02 10 282 11.5 14.0  1.10  3.70  3.54 999 1017.0  -2.0   6.6  -7.6 99.0 99.00
2002 01 02 11 274 12.2 14.5  0.95  3.70  3.46 999 1017.0  -1.9   6.6  -6.8 99.0 99.00
2002 01 02 12 264 11.1 13.5  0.86  3.70  3.37 999 1017.8  -2.0   6.6  -7.4 99.0 99.00
2002 01 02 13 262 12.2 14.2  0.87  3.85  3.43 999 1018.1  -1.8   6.6  -6.8 99.0 99.00
2002 01 02 14 266 13.0 15.1  0.97  3.85  3.58 999 1018.3  -1.4   6.6  -6.4 99.0 99.00
2002 01 02 15 271 11.4 13.9  1.02  4.17  3.66 999 1018.3  -1.1   6.6  -6.4 99.0 99.00
2002 01 02 16 271 10.8 12.5  1.03  4.35  3.67 999 1017.5   0.0   6.6  -6.4 99.0 99.00
2002 01 02 17 254 10.1 12.1  0.79  3.70  3.42 999 1016.7   0.8   6.6  -6.6 99.0 99.00
2002 01 02 18 262 10.3 12.4  0.84  3.45  3.41 999 1016.4   2.0   6.6  -6.6 99.0 99.00
2002 01 02 19 254 10.9 13.0  0.97  3.70  3.49 999 1016.4   2.9   6.6  -6.0 99.0 99.00
2002 01 02 20 263 10.4 13.1 99.00 99.00 99.00 999 1015.9   3.5   6.7  -6.9 99.0 99.00
2002 01 02 21 257 10.9 12.8  0.86  3.85  3.45 999 1015.8   3.5   6.7  -6.8 99.0 99.00
2002 01 02 22 260 11.0 12.9  0.86  3.57  3.35 999 1016.5   3.1   6.7  -5.9 99.0 99.00
2002 01 02 23 266 10.9 13.0  0.81  3.57  3.31 999 1016.9   2.4   6.7  -5.8 99.0 99.00
2002 01 03 00 242  9.4 11.2  0.81  3.70  3.27 999 1017.6   1.7   6.6  -5.8 99.0 99.00
2002 01 03 01 249 10.4 12.3  0.68  2.94  3.14 999 1017.4   1.0   6.6  -5.5 99.0 99.00
2002 01 03 02 262 11.2 13.7  0.78  3.33  3.26 999 1016.8   1.2   6.6  -4.7 99.0 99.00
2002 01 03 03 248  9.0 11.3  0.76  3.45  3.35 999 1016.7   1.1   6.6  -4.9 99.0 99.00
2002 01 03 04 242  9.1 11.2  0.68  3.45  3.26 999 1016.1   0.8   6.6  -3.8 99.0 99.00
2002 01 03 05 245 10.0 11.8  0.79  3.57  3.31 999 1014.9   0.4   6.4 999.0 99.0 99.00
2002 01 03 06 251  9.2 10.9  0.70  3.57  3.33 999 1014.8   0.3   6.4  -3.9 99.0 99.00
2002 01 03 07 246 10.9 13.0  0.78  3.23  3.28 999 1015.0   0.1   6.4  -4.4 99.0 99.00
2002 01 03 08 254 10.9 13.4  0.84  3.57  3.31 999 1015.4   0.1   6.4  -4.8 99.0 99.00
2002 01 03 09 256 10.5 12.1  0.86  3.70  3.37 999 1015.0   0.0   6.4  -4.8 99.0 99.00
2002 01 03 10 268 10.8 13.3  0.83  3.57  3.38 999 1014.1   0.4   6.4  -5.0 99.0 99.00
2002 01 03 11 268 10.3 11.9  0.81  3.57  3.32 999 1014.2   0.4   6.4  -4.7 99.0 99.00
2002 01 03 12 242  8.6 10.1  0.75  3.33  3.26 999 1015.0   0.5   6.4  -5.0 99.0 99.00
2002 01 03 13 252  9.4 11.1  0.67  3.45  3.18 999 1014.9  -0.2   6.4  -5.1 99.0 99.00
2002 01 03 14 252  8.9 10.9  0.70  3.45  3.27 999 1014.9  -0.2   6.4  -5.3 99.0 99.00
2002 01 03 15 246  8.7 10.5  0.74  3.45  3.23 999 1014.2  -0.4   6.4  -5.1 99.0 99.00
2002 01 03 16 251  8.0 10.1  0.66  3.33  3.25 999 1012.8   0.3   6.4  -5.0 99.0 99.00
2002 01 03 17 274  8.3 10.5  0.58  3.13  3.19 999 1011.1   1.5   6.4  -6.3 99.0 99.00
2002 01 03 18 289  7.4  9.0  0.54  3.23  3.11 999 1009.4   2.2   6.4  -6.3 99.0 99.00
2002 01 03 19 251  4.5  5.7  0.49  3.13  3.02 999 1009.6   2.2   6.4  -6.2 99.0 99.00
2002 01 03 20 267  5.7  6.8  0.33  2.78  2.95 999 1009.2   3.1   6.4  -7.0 99.0 99.00
2002 01 03 21 292  6.8  8.6  0.31  2.63  3.09 999 1008.8   3.6   6.6  -7.2 99.0 99.00
2002 01 03 22 307  9.1 10.6  0.67  3.03  3.05 999 1008.9   3.6   6.6  -5.5 99.0 99.00
2002 01 03 23 303  9.5 11.4  0.79  3.03  3.18 999 1009.4   2.9   6.6  -5.7 99.0 99.00
2002 01 04 00 312  8.7 11.0  0.81  3.45  3.24 999 1009.2   2.4   6.6  -5.5 99.0 99.00
2002 01 04 01 311  8.3 10.5  0.73  3.45  3.18 999 1009.6   2.0   6.6  -5.1 99.0 99.00
2002 01 04 02 305  8.7 10.3  0.70  3.33  3.25 999 1009.5   1.5   6.4  -6.0 99.0 99.00
2002 01 04 03 310 11.3 14.5  0.83  3.23  3.25 999 1008.7   1.6   6.4  -4.5 99.0 99.00
2002 01 04 04 305 11.0 12.7  1.13  4.00  3.82 999 1008.7   1.7   6.4  -4.6 99.0 99.00
2002 01 04 05 297 10.1 12.0  0.97  3.70  3.56 999 1008.6   1.2   6.4  -6.5 99.0 99.00
2002 01 04 06 305 10.4 12.4  0.87  3.70  3.37 999 1007.9   0.5   6.3  -5.7 99.0 99.00
2002 01 04 07 311 10.6 12.9  0.92  3.57  3.42 999 1007.8   0.4   6.3  -6.5 99.0 99.00
2002 01 04 08 310 10.3 12.3  1.06  3.70  3.50 999 1008.7   0.0   6.3  -6.4 99.0 99.00
2002 01 04 09 308 10.2 12.6  0.98  3.57  3.39 999 1009.1  -0.2   6.3  -6.9 99.0 99.00
2002 01 04 10 311 11.1 14.3  0.96  3.45  3.39 999 1010.1  -0.7   6.3  -7.6 99.0 99.00
2002 01 04 11 315 12.2 14.5  1.07  3.57  3.44 999 1010.8  -1.1   6.3 -10.3 99.0 99.00
2002 01 04 12 323 11.7 13.5  1.24  4.00  3.71 999 1011.9  -1.8   6.3  -9.3 99.0 99.00
2002 01 04 13 325 11.5 14.2  1.23  3.85  3.71 999 1012.6  -2.3   6.3  -9.9 99.0 99.00
2002 01 04 14 325 10.5 12.9  1.19  4.17  3.79 999 1013.7  -2.8   6.3  -9.3 99.0 99.00
2002 01 04 15 322  7.9  9.7  0.92  4.00  3.59 999 1014.9  -3.1   6.3 -10.9 99.0 99.00
2002 01 04 16 319  6.2  7.6  0.80  3.70  3.60 999 1014.7  -2.8   6.3 -11.0 99.0 99.00
2002 01 04 17 281  4.6  6.3  0.79  5.26  3.73 999 1014.2  -2.3   6.2 -13.0 99.0 99.00
2002 01 04 18 287  5.5  8.3  0.71  5.26  3.96 999 1012.8  -1.2   6.2 -12.8 99.0 99.00
2002 01 04 19 279  7.7  9.4  0.71  4.55  3.57 999 1012.7  -0.3   6.2 -12.5 99.0 99.00
2002 01 04 20 279  5.3  6.9  0.82  6.25  3.54 999 1012.5   0.2   6.3 -14.1 99.0 99.00
2002 01 04 21 274  6.6  8.5  0.68  5.88  3.68 999 1012.1   1.0   6.3 -13.8 99.0 99.00
2002 01 04 22 268  6.6  8.6  0.69  2.86  3.46 999 1012.6   0.9   6.3 -11.7 99.0 99.00
2002 01 04 23 261  6.7  9.4  0.61  3.03  3.56 999 1012.7   1.5   6.3 -10.2 99.0 99.00
2002 01 05 00 218  6.2  7.9  0.48  2.63  3.76 999 1013.4   1.7   6.3  -8.1 99.0 99.00
2002 01 05 01 232  8.1  9.5  0.41  2.50  3.52 999 1013.1   1.4   6.3  -6.5 99.0 99.00
2002 01 05 02 245  8.4 10.4  0.58  2.94  3.09 999 1013.5   1.3   6.3  -5.9 99.0 99.00
2002 01 05 03 231  7.6  9.0  0.65  3.03  3.17 999 1013.5   0.9   6.3  -6.4 99.0 99.00
2002 01 05 04 224  8.3  9.8  0.53  2.86  3.08 999 1012.8   0.8   6.3  -5.4 99.0 99.00
2002 01 05 05 227  8.6 10.1  0.57  3.03  3.12 999 1012.8   0.9   6.3  -5.4 99.0 99.00
2002 01 05 06 235  9.4 10.9  0.63  3.23  3.14 999 1012.1   1.2   6.3  -5.1 99.0 99.00
2002 01 05 07 241 10.1 11.5  0.75  3.57  3.34 999 1012.2   1.6   6.3  -4.5 99.0 99.00
2002 01 05 08 238  9.1 10.9  0.65  3.33  3.25 999 1012.7   1.6   6.3  -4.9 99.0 99.00
2002 01 05 09 250  9.7 11.4  0.63  3.33  3.22 999 1012.7   2.0   6.3  -4.4 99.0 99.00
2002 01 05 10 253  9.5 11.5  0.68  3.45  3.30 999 1013.3   2.0   6.3  -4.1 99.0 99.00
2002 01 05 11 252  9.0 10.4  0.73  3.45  3.28 999 1013.5   2.0   6.3  -5.2 99.0 99.00
2002 01 05 12 268  9.4 11.5  0.79  3.23  3.29 999 1014.1   2.4   6.3  -4.5 99.0 99.00
2002 01 05 13 245  7.4  8.4  0.59  3.33  3.32 999 1014.5   1.7   6.3  -4.1 99.0 99.00
2002 01 05 14 249  7.9  9.1  0.51 12.50  3.33 999 1015.0   1.7   6.3  -4.1 99.0 99.00
2002 01 05 15 250  7.5  9.0  0.54  2.78  3.23 999 1015.8   1.9   6.3  -4.3 99.0 99.00
2002 01 05 16 261  7.1 99.0 99.00 99.00 99.00 999 9999.0   2.6 999.0  -4.9 99.0 99.00
2002 01 05 17 262  6.6  8.2  0.54  2.94  3.24 999 1014.9   3.4   6.3  -4.4 99.0 99.00
2002 01 05 18 256  6.8  8.4  0.46 11.11  3.33 999 1014.3   4.0   6.3  -4.6 99.0 99.00
2002 01 05 19 256  6.2  7.0  0.47 11.11  3.74 999 1014.1   4.3   6.3  -3.1 99.0 99.00
2002 01 05 20 243  6.8  7.9  0.52 11.11  3.45 999 1014.3   4.2   6.3  -4.4 99.0 99.00
2002 01 05 21 246  7.8  9.0  0.48  2.78  3.28 999 1014.3   4.0   6.3  -3.5 99.0 99.00
2002 01 05 22 239  6.9  8.3  0.46  2.78  3.23 999 1014.3   4.0   6.3  -4.0 99.0 99.00
2002 01 05 23 241  7.5  9.2  0.51 11.11  3.46 999 1014.9   3.9   6.3  -4.0 99.0 99.00
2002 01 06 00 246  6.6  7.8  0.45 10.00  3.66 999 1015.0   3.9   6.3  -2.5 99.0 99.00
2002 01 06 01 240  5.8  6.5  0.43  2.56  3.56 999 1015.6   3.6   6.3  -3.5 99.0 99.00
2002 01 06 02 233  5.0  5.9  0.36 11.11  5.32 999 1015.8   3.6   6.2  -3.7 99.0 99.00
2002 01 06 03 211  5.1  6.0  0.29 11.11  7.59 999 1015.8   2.9   6.2  -3.6 99.0 99.00
2002 01 06 04 213  5.9  6.8  0.34 11.11  4.37 999 1015.6   3.3   6.0  -3.6 99.0 99.00
2002 01 06 05 231  5.5  6.4  0.36 11.11  4.77 999 1015.0   3.2   6.0  -3.2 99.0 99.00
2002 01 06 06 204  5.8  6.8  0.33 11.11  4.67 999 1014.9   2.9   6.0  -2.5 99.0 99.00
2002 01 06 07 213  5.4  6.6 99.00 99.00 99.00 999 1015.0   2.5   6.0  -3.1 99.0 99.00
2002 01 06 08 230  5.1  6.1  0.44 11.11  3.34 999 1015.0   2.8   6.0  -3.2 99.0 99.00
2002 01 06 09 209  5.3  6.4  0.35  2.56  3.47 999 1014.3   2.7   6.0  -3.3 99.0 99.00
2002 01 06 10 224  5.3  6.7  0.33 11.11  3.61 999 1014.0   2.8   6.0  -2.9 99.0 99.00
2002 01 06 11 196  6.9  7.9  0.34 11.11  3.62 999 1013.8   2.2   5.9  -3.1 99.0 99.00
2002 01 06 12 208  7.6  8.8  0.51  2.78  3.13 999 1014.1   2.1   5.9  -3.5 99.0 99.00
2002 01 06 13 224  6.9  8.2  0.57  2.94  3.09 999 1014.2   2.3   5.9  -3.5 99.0 99.00
2002 01 06 14 222  5.4  6.3  0.47  2.70  3.35 999 1014.6   2.4   5.9  -3.6 99.0 99.00
2002 01 06 15 207  5.6  6.7  0.43 10.00  3.60 999 1014.9   2.6   5.8  -4.1 99.0 99.00
2002 01 06 16 214  5.6  6.5  0.41 11.11  3.65 999 1013.5   3.9   5.8  -3.6 99.0 99.00
2002 01 06 17 190  5.6  6.2  0.36 10.00  3.91 999 1012.5   4.8   5.8  -1.2 99.0 99.00
2002 01 06 18 199  4.7  5.6  0.33 11.11  4.01 999 1011.3   6.2   5.9  -1.7 99.0 99.00
2002 01 06 19 190  3.2  3.9  0.36 11.11  3.62 999 1009.9   7.2   5.9  -0.2 99.0 99.00
2002 01 06 20 186  4.5  5.4  0.41  2.56  3.39 999 1009.0   7.1   5.9   0.2 99.0 99.00
2002 01 06 21 156  4.2  5.2  0.42  2.78  3.33 999 1007.9   6.7   5.8   1.3 99.0 99.00
2002 01 06 22 140  1.6  1.9  0.32 12.50  3.97 999 1007.4   6.4   5.9   2.1 99.0 99.00
2002 01 06 23 160  5.0  6.1  0.32 12.50  4.12 999 1007.9   6.3   5.8   3.3 99.0 99.00
2002 01 07 00 138  3.1  3.9  0.36 11.11  3.92 999 1006.5   6.3   5.9   3.7 99.0 99.00
2002 01 07 01  92  3.9  4.6  0.31 11.11  4.36 999 1004.9   6.3   5.9   4.5 99.0 99.00
2002 01 07 02  71  4.0  4.8  0.28 11.11  4.45 999 1003.5   6.3   5.9   4.7 99.0 99.00
2002 01 07 03  61  7.0 10.1  0.34 11.11  4.86 999 1000.5   6.6   5.9   5.2 99.0 99.00
2002 01 07 04  48 12.3 15.2  0.63  2.86  3.12 999  994.3   6.4   5.7   4.8 99.0 99.00
2002 01 07 05  52 12.5 15.0  1.27  4.00  3.71 999  992.1   6.3   5.9   5.4 99.0 99.00
2002 01 07 06  49 10.1 18.2  1.39  4.55  4.04 999  989.8   7.0   5.9   6.2 99.0 99.00
2002 01 07 07 339  7.3 12.0  1.37  5.00  4.34 999  989.7   7.2   6.2   6.7 99.0 99.00
2002 01 07 08 330 13.4 16.0  1.46  5.26  4.03 999  989.9   4.4   6.3   3.8 99.0 99.00
2002 01 07 09 340 14.2 16.3  1.79  4.76  4.23 999  990.0   3.3   6.3   2.4 99.0 99.00
2002 01 07 10 350 14.6 18.3  1.73  5.26  4.37 999  991.0   3.6   6.3   2.3 99.0 99.00
2002 01 07 11 355 14.1 17.1  2.09  5.26  4.77 999  992.4   3.6   6.3   2.0 99.0 99.00
2002 01 07 12 349 13.0 15.3  2.38  7.14  5.25 999  993.5   3.8   6.3   2.1 99.0 99.00
2002 01 07 13 349 11.8 14.4  2.42  7.69  5.46 999  995.0   3.5   6.3   2.2 99.0 99.00
2002 01 07 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2002 01 07 15 353 10.5 12.3  2.42  8.33  5.76 999  997.8   3.1   6.3   1.9 99.0 99.00
2002 01 07 16 357 10.5 12.8  2.33  8.33  5.60 999  998.4   3.2   6.3   2.0 99.0 99.00
2002 01 07 17   5 11.0 13.2 99.00 99.00 99.00 999  998.1   3.3   6.3   1.6 99.0 99.00
2002 01 07 18   4 10.9 99.0 99.00 99.00 99.00 999  998.2   3.3 999.0   1.4 99.0 99.00
2002 01 07 19 357  9.3 11.0  2.36  7.69  5.62 999  997.7   3.0   6.3   1.3 99.0 99.00
2002 01 07 20 354  9.5 11.7  2.19  7.69  5.46 999  998.3   2.8   6.3   0.6 99.0 99.00
2002 01 07 21 357  9.9 11.5  2.24  7.14  5.59 999  998.6   2.4   6.3   1.0 99.0 99.00
2002 01 07 22 354 10.2 99.0 99.00 99.00 99.00 999 9999.0   1.9 999.0 999.0 99.0 99.00
2002 01 07 23 358 10.9 13.2  2.31  7.69  5.69 999 1000.0   2.0   6.3   0.5 99.0 99.00
2002 01 08 00   2 11.8 14.5  2.43  7.69  5.76 999  999.8   1.6   6.3   0.1 99.0 99.00
2002 01 08 01  10 12.3 15.2  2.53  7.69  5.82 999  999.3   2.0   6.3  -0.5 99.0 99.00
2002 01 08 02   4 12.4 15.6  2.60  7.69  5.86 999  999.6   1.3   6.3  -1.5 99.0 99.00
2002 01 08 03   3 12.0 14.2  2.65  7.69  5.89 999 1000.2   0.7   6.3  -1.3 99.0 99.00
2002 01 08 04 350 12.0 14.4  2.76  7.14  5.89 999 1000.4   0.1   6.2  -1.4 99.0 99.00
2002 01 08 05 329 10.3 12.8  2.49  7.69  5.82 999 1000.9  -0.8   6.2  -1.5 99.0 99.00
2002 01 08 06 331 11.1 12.9 99.00 99.00 99.00 999 1001.5  -1.4   6.0  -2.4 99.0 99.00
2002 01 08 07 329 10.9 13.0  2.45  8.33  5.85 999 1002.4  -1.9   6.0  -3.0 99.0 99.00
2002 01 08 08 329  9.9 12.2  2.36  7.14  5.49 999 1003.1  -2.1   6.0  -4.1 99.0 99.00
2002 01 08 09 329 10.4 12.3  2.53  7.69  5.78 999 1003.4  -2.4   6.0  -3.7 99.0 99.00
2002 01 08 10 316  9.2 11.3  2.34  7.69  5.71 999 1004.4  -2.8   5.9  -4.2 99.0 99.00
2002 01 08 11 314  8.0 10.3  2.03  7.69  5.53 999 1005.4  -3.1   5.9  -4.9 99.0 99.00
2002 01 08 12 303  7.9  9.8  2.07  8.33  5.86 999 1006.2  -3.4   5.9  -5.9 99.0 99.00
2002 01 08 13 305  8.8 10.7  1.99  8.33  5.68 999 1007.0  -3.8   5.9  -7.1 99.0 99.00
2002 01 08 14 306  7.7  9.6  2.20  8.33  5.88 999 1008.2  -3.5   5.9  -7.2 99.0 99.00
2002 01 08 15 300  6.2  7.6  1.97  8.33  5.82 999 1009.5  -3.2   5.9  -7.1 99.0 99.00
2002 01 08 16 304  5.6  7.3  2.07  8.33  6.06 999 1009.8  -2.5   5.9  -7.2 99.0 99.00
2002 01 08 17 278  5.6  7.0  1.90  8.33  6.42 999 1009.6  -1.8   5.9  -7.4 99.0 99.00
2002 01 08 18 273  7.3  9.0  1.69  8.33  5.87 999 1009.6  -1.2   5.9  -7.6 99.0 99.00
2002 01 08 19 266  6.1  8.2  1.62  7.69  5.99 999 1009.6  -0.3   6.0  -6.9 99.0 99.00
2002 01 08 20 262  5.9  7.9  1.61  7.69  5.93 999 1010.0   0.8   6.2  -6.2 99.0 99.00
2002 01 08 21 240  5.7  7.5  1.41  7.69  6.08 999 1010.2   1.3   6.2  -6.5 99.0 99.00
2002 01 08 22 237  6.8  8.7  1.36  8.33  5.62 999 1010.3   1.6   6.2  -6.0 99.0 99.00
2002 01 08 23 230  8.3  9.9  1.25  7.69  5.21 999 1010.3   1.3   6.0  -5.9 99.0 99.00
2002 01 09 00 230  8.4 10.0  1.25  7.69  5.25 999 1010.6   0.9   6.0  -4.8 99.0 99.00
2002 01 09 01 234  8.0  9.9  1.18  8.33  4.97 999 1011.1   0.8   6.0  -5.1 99.0 99.00
2002 01 09 02 225  8.2 10.6  1.06  7.69  4.81 999 1010.7   0.4   6.0  -4.6 99.0 99.00
2002 01 09 03 218  8.8 12.1  0.96  7.69  4.47 999 1010.3   0.1   6.0  -5.1 99.0 99.00
2002 01 09 04 210 10.0 12.2  0.93  7.69  4.07 999 1010.2   0.3   6.0  -4.8 99.0 99.00
2002 01 09 05 220  8.4 10.2  0.94  2.94  3.86 999 1009.6   0.9   6.0  -3.8 99.0 99.00
2002 01 09 06 215  8.2  9.9  0.85  2.94  3.72 999 1008.9   0.7   6.0  -3.6 99.0 99.00
2002 01 09 07 225  9.8 11.9  0.85 11.11  3.97 999 1008.6   0.8   6.0  -3.5 99.0 99.00
2002 01 09 08 230 10.0 12.0  0.82  3.13  3.65 999 1008.1   0.8   5.9  -4.2 99.0 99.00
2002 01 09 09 227  9.7 12.0  0.89  3.33  3.59 999 1007.8   0.4   5.9  -4.4 99.0 99.00
2002 01 09 10 228  9.6 12.0  0.84  3.23  3.57 999 1007.7   0.4   5.9  -4.2 99.0 99.00
2002 01 09 11 219  8.7 10.8  0.76  3.23  3.52 999 1007.1   0.4   5.9  -4.4 99.0 99.00
2002 01 09 12 222 10.0 12.5  0.78  3.13  3.44 999 1007.3   0.4   5.9  -4.7 99.0 99.00
2002 01 09 13 215  7.4  8.7  0.73  3.13  3.28 999 1007.1   0.8   5.9  -4.8 99.0 99.00
2002 01 09 14 219  8.6 10.0  0.65  2.70  3.23 999 1006.4   1.2   5.9  -3.8 99.0 99.00
2002 01 09 15 214  7.7  8.9  0.59  2.86  3.35 999 1006.4   1.6   5.9  -3.1 99.0 99.00
2002 01 09 16 212  7.3  9.1  0.53  2.78  3.47 999 1005.1   2.7   5.9  -3.1 99.0 99.00
2002 01 09 17 212  8.6  9.9  0.59  2.70  3.18 999 1003.6   3.6   5.9  -2.5 99.0 99.00
2002 01 09 18 218  7.6  9.4  0.64  2.78  3.16 999 1002.4   4.3   5.9  -1.6 99.0 99.00
2002 01 09 19 227  7.9  9.3  0.64  2.78  3.20 999 1001.7   4.8   6.0  -1.2 99.0 99.00
2002 01 09 20 229  7.4  8.8  0.61  2.86  3.28 999 1001.5   4.7   6.0  -0.4 99.0 99.00
2002 01 09 21 224  7.6 10.1  0.66  2.94  3.23 999 1001.2   4.4   6.0   0.3 99.0 99.00
2002 01 09 22 219  8.1 10.1  0.62  3.13  3.29 999 1000.9   4.1   6.0   0.0 99.0 99.00
2002 01 09 23 210  7.1  8.5  0.52  3.03  3.38 999 1000.3   3.6   6.0   0.5 99.0 99.00
2002 01 10 00 201  6.9  8.6  0.47  2.63  3.36 999  999.9   3.5   6.0   1.1 99.0 99.00
2002 01 10 01 207  6.4  8.0  0.41 11.11  3.67 999  999.4   3.5   5.9   1.6 99.0 99.00
2002 01 10 02 223  7.5  8.6  0.42  2.63  3.55 999  999.3   3.6   5.9   1.6 99.0 99.00
2002 01 10 03 230  7.9  8.9  0.46  2.56  3.28 999  999.3   3.8   6.0   1.3 99.0 99.00
2002 01 10 04 228  6.7  8.3  0.54  2.78  3.20 999  999.2   3.9   6.0   0.8 99.0 99.00
2002 01 10 05 234  7.4  8.8  0.46  2.78  3.16 999  998.9   4.1   5.9   0.8 99.0 99.00
2002 01 10 06 232  7.3  8.4  0.46  2.63  3.28 999  998.7   4.7   5.9   1.0 99.0 99.00
2002 01 10 07 214  7.1  8.4  0.48  2.94  3.21 999  998.7   5.4   5.8   1.5 99.0 99.00
2002 01 10 08 218  8.1  9.8  0.48  2.63  3.33 999  999.1   5.9   5.8   1.8 99.0 99.00
2002 01 10 09 214  7.7  9.6  0.59  2.86  3.20 999  999.2   5.2   5.8   1.3 99.0 99.00
2002 01 10 10 212  9.9 11.9  0.56  2.70  3.16 999  999.3   5.2   5.9   1.6 99.0 99.00
2002 01 10 11 199  8.6  9.6  0.65  3.03  3.22 999 1000.0   5.6   5.9   1.7 99.0 99.00
2002 01 10 12 201  8.9 10.4  0.66  3.03  3.13 999 1000.4   5.6   6.0   1.7 99.0 99.00
2002 01 10 13 203  8.1 10.7  0.74  3.33  3.21 999 1001.0   5.5   5.9   1.9 99.0 99.00
2002 01 10 14 218  8.8 10.2  0.75  3.23  3.19 999 1001.6   5.9   5.9   2.0 99.0 99.00
2002 01 10 15 220  9.0 11.2  0.78  3.23  3.28 999 1001.8   6.4   5.9   1.8 99.0 99.00
2002 01 10 16 232  7.5  9.0  0.59  3.13  3.16 999 1001.8   7.1   6.0   1.8 99.0 99.00
2002 01 10 17 236  9.0 11.4  0.53  2.78  3.20 999 1001.4   7.5   6.0   2.4 99.0 99.00
2002 01 10 18 245  8.8 10.6  0.63  2.94  3.02 999 1001.3   7.8   5.9   2.5 99.0 99.00
